bucket,date,mru_f0,mru_f1,mru_f2,mru_f3,mru_f4,mru_f5,mru_f6,mru_f7,mru_f8,mru_f9,actual
Bucket_A,2020-11-27,0.7529400870753059,0.6654193390967081,0.7172242746345324,-0.36137303559999384,-0.3959232842753432,0.6813834514717291,0.7277794847829869,0.8934649112519449,-0.38529484874911946,-0.41578155764858993,0.0035520136593336638
Bucket_A,2020-11-30,-0.18723521094981666,-0.01947490507578773,-0.11800935413480257,0.00795711004570887,0.20966459739218812,-0.012388725272408174,0.019504158966914483,0.12606367492731357,-0.06646895077684911,-0.04847021276213652,0.00382584890501958
Bucket_A,2020-12-01,-0.3643938454293002,0.23687033130806193,-0.2824871018030751,-0.14283004070101496,-0.016303223151727997,0.3739791530857987,0.11839824816899396,-0.7494872332139241,0.14022718264671422,0.15807817365526453,-0.0063182556786702815
Bucket_A,2020-12-02,-0.20012254199574436,0.003812087527407805,-0.14301224610761276,-0.2228198924725388,-0.03078280881897938,0.359033950903789,0.13842138417411506,-0.011748543723030191,0.12673577024070815,0.08259934285863237,-0.022550464011961147
Bucket_A,2020-12-03,0.007135653602013459,-0.08114239593046778,0.11456881525474533,0.058856254929811086,0.10451294986369868,0.00441929340033586,0.038120170735591014,-0.4025704816840139,-0.17778496931534143,-0.19222913352007592,-0.016359568526615575
Bucket_A,2020-12-04,0.01603668100496796,-0.1923268455381303,0.0026695401714023547,-0.04736972007480206,-0.14389183936874916,0.21579100575962615,0.022807310741693843,-0.19557547358266697,-0.044923426542421346,-0.38522597189986263,-0.008732441716996275
Bucket_A,2020-12-07,-0.013391784235742239,-0.1349000573581031,0.219642009164594,-0.4241200490365888,-0.4166951699284416,0.2340403924737771,0.05606956180297443,-0.476254269017785,0.026305004934645132,0.024706660549736914,-0.006536701332369832
Bucket_A,2020-12-08,-0.00219909116885867,0.03847656207048602,-0.023373181371263162,0.5385634218692589,-0.011909115460413289,-0.28551268331453433,-0.17582499848925812,0.2349782812238234,0.04292968055044462,-0.030467434317235087,-0.0016618928045986081
Bucket_A,2020-12-09,-0.4221505126666649,0.009319419743617822,0.005937711144873965,-0.15967220757205525,-0.2955869585835287,-0.036069766844061026,-0.06601937816684758,0.10853797031847875,0.003695534704141523,0.2652017001043094,0.015772150596126133
Bucket_A,2020-12-10,-0.04135751747850936,0.22361098682748706,0.19090233258925815,-0.06766495705074121,-0.5114056604880569,0.011840772753776742,-0.541093895324814,-0.038315183475383104,-0.10435188482985559,0.3172608712348052,0.011394279566961485
Bucket_A,2020-12-11,-0.05948822035078626,-0.1692693363985973,0.21120973754621578,-0.06091059851309749,0.40524649699680837,-0.44660974339911175,0.27524724758234786,0.06674157858931633,0.4020265885283465,-0.17895499515938043,0.008613967022909952
